SiteID;SiteName;SiteCode;FullSiteCode;Latitude;Longitude;Elevation;State;County;Comments;Discharge.start;Discharge.end;Precipitation.start;Precipitation.end;Tmax.start;Tmax.end;Tmin.start;Tmin.end;Water_Level.start;Water_Level.end
402;Gramolazzo;TOS10000180;OD:TOS10000180;44.16355;10.231087;NA;NA;Toscana;NA;NA;NA;1954;2004;1991;1993;1991;1993;NA;NA
403;Agliano;TOS10000182;OD:TOS10000182;44.171991;10.245523;NA;NA;Toscana;NA;NA;NA;1951;1954;NA;NA;NA;NA;NA;NA
404;Casciana Garfagnana;TOS10000184;OD:TOS10000184;44.169682;10.307141;NA;NA;Toscana;NA;NA;NA;1916;1955;NA;NA;NA;NA;NA;NA
405;Vagli di Sopra;TOS10000188;OD:TOS10000188;44.118627;10.267772;NA;NA;Toscana;NA;NA;NA;1922;1941;NA;NA;NA;NA;NA;NA
406;Vagli di Sotto (Diga);TOS10000190;OD:TOS10000190;44.115017;10.292688;NA;NA;Toscana;NA;NA;NA;1954;2000;1991;1993;1991;1993;NA;NA
407;Casina Rossa;TOS10000198;OD:TOS10000198;44.184217;10.409806;NA;NA;Toscana;NA;NA;NA;1954;1954;NA;NA;NA;NA;NA;NA
408;Villacollemandina;TOS10000200;OD:TOS10000200;44.161529;10.387754;NA;NA;Toscana;NA;NA;NA;1924;2015;1991;2015;1991;2015;NA;NA
409;Piano di Villa;TOS10000201;OD:TOS10000201;44.163672;10.39656;NA;NA;Toscana;NA;NA;NA;1916;1924;NA;NA;NA;NA;NA;NA
410;Villacollemandina (*);TOS10000202;OD:TOS10000202;44.160767;10.398492;NA;NA;Toscana;NA;NA;NA;1927;1941;NA;NA;NA;NA;NA;NA
411;Pontecosi;TOS10000210;OD:TOS10000210;44.13402;10.38436;NA;NA;Toscana;NA;NA;NA;1922;2009;1991;1993;1991;1993;NA;NA
412;Casone di Profecchia;TOS10000220;OD:TOS10000220;44.213371;10.447053;NA;NA;Toscana;NA;NA;NA;1958;1987;NA;NA;NA;NA;NA;NA
413;S. Pellegrino in Alpe;TOS10000230;OD:TOS10000230;44.191815;10.481625;NA;NA;Toscana;NA;NA;NA;1921;1980;NA;NA;NA;NA;NA;NA
414;Campagrina;TOS10000240;OD:TOS10000240;44.062134;10.255328;NA;NA;Toscana;NA;NA;NA;1934;2006;NA;NA;NA;NA;NA;NA
415;Puntato;TOS10000245;OD:TOS10000245;44.05358;10.294909;NA;NA;Toscana;NA;NA;NA;1994;2015;1994;2015;1994;2015;NA;NA
416;Isola Santa;TOS10000250;OD:TOS10000250;44.067086;10.31537;NA;NA;Toscana;NA;NA;NA;1952;2015;1991;1993;1991;1993;NA;NA
417;Torrite;TOS10000260;OD:TOS10000260;44.104467;10.386169;NA;NA;Toscana;NA;NA;NA;1958;1995;NA;NA;NA;NA;NA;NA
418;Castelnuovo Garfagnana;TOS10000270;OD:TOS10000270;44.112165;10.415527;NA;NA;Toscana;NA;NA;NA;1918;2003;1951;1997;1951;1997;NA;NA
419;Bargecchia;TOS10000272;OD:TOS10000272;44.124569;10.442384;NA;NA;Toscana;NA;NA;NA;1916;1928;NA;NA;NA;NA;NA;NA
420;Fosciandora;TOS10000274;OD:TOS10000274;44.11803;10.460971;NA;NA;Toscana;NA;NA;NA;1930;1941;NA;NA;NA;NA;NA;NA
421;Renaio;TOS10000276;OD:TOS10000276;44.109151;10.527229;NA;NA;Toscana;NA;NA;NA;1951;1955;NA;NA;NA;NA;NA;NA
422;Fornovolasco;TOS10000280;OD:TOS10000280;44.029975;10.359098;NA;NA;Toscana;NA;NA;NA;1934;1988;NA;NA;NA;NA;NA;NA
423;Vergemoli;TOS10000288;OD:TOS10000288;44.053029;10.388588;NA;NA;Toscana;NA;NA;NA;1922;1941;NA;NA;NA;NA;NA;NA
424;Polla dei Gangheri;TOS10000290;OD:TOS10000290;44.052917;10.397761;NA;NA;Toscana;NA;NA;NA;1967;2015;1991;1993;1991;1993;NA;NA
425;Gallicano;TOS10000300;OD:TOS10000300;44.064584;10.440676;NA;NA;Toscana;NA;NA;NA;1928;2000;1951;1993;1951;1993;NA;NA
426;Barga;TOS10000304;OD:TOS10000304;44.075017;10.487137;NA;NA;Toscana;NA;NA;NA;1922;1941;NA;NA;NA;NA;NA;NA
427;Bacchionero;TOS10000308;OD:TOS10000308;44.117401;10.562934;NA;NA;Toscana;NA;NA;NA;1934;1941;NA;NA;NA;NA;NA;NA
428;Piazzana;TOS10000309;OD:TOS10000309;43.571985;10.548012;NA;NA;Toscana;NA;NA;NA;1951;1972;NA;NA;NA;NA;NA;NA
429;Colmoscato;TOS10000310;OD:TOS10000310;44.109476;10.556477;NA;NA;Toscana;NA;NA;NA;1973;1986;NA;NA;NA;NA;NA;NA
430;Coreglia;TOS10000320;OD:TOS10000320;44.069217;10.530947;NA;NA;Toscana;NA;NA;NA;1936;1983;NA;NA;NA;NA;NA;NA
431;Ania;TOS10000322;OD:TOS10000322;44.067057;10.517405;NA;NA;Toscana;NA;NA;NA;1969;1973;NA;NA;NA;NA;NA;NA
432;Palagnana;TOS10000330;OD:TOS10000330;43.997544;10.360665;NA;NA;Toscana;NA;NA;NA;1921;1998;1991;1993;1991;1993;NA;NA
433;Vallico di Sopra;TOS10000334;OD:TOS10000334;44.020335;10.44759;NA;NA;Toscana;NA;NA;NA;1924;1941;NA;NA;NA;NA;NA;NA
434;Tereglio;TOS10000340;OD:TOS10000340;44.056011;10.562067;NA;NA;Toscana;NA;NA;NA;1925;1987;NA;NA;NA;NA;NA;NA
435;Boscolungo;TOS10000350;OD:TOS10000350;44.139033;10.67347;NA;NA;Toscana;NA;NA;NA;1921;2011;1951;1997;1951;1997;NA;NA
436;Melo;TOS10000360;OD:TOS10000360;44.133283;10.743863;NA;NA;Toscana;NA;NA;NA;1926;2001;NA;NA;NA;NA;NA;NA
437;Pianosinatico;TOS10000364;OD:TOS10000364;44.122757;10.728555;NA;NA;Toscana;NA;NA;NA;1921;1941;NA;NA;NA;NA;NA;NA
438;Porrino;TOS10000370;OD:TOS10000370;44.113483;10.740469;NA;NA;Toscana;NA;NA;NA;1929;2002;1951;1993;1951;1993;NA;NA
439;Pian di Novello;TOS10000380;OD:TOS10000380;44.118075;10.692551;NA;NA;Toscana;NA;NA;NA;1966;1998;NA;NA;NA;NA;NA;NA
440;Frassa;TOS10000390;OD:TOS10000390;44.113081;10.713465;NA;NA;Toscana;NA;NA;NA;1929;2001;NA;NA;NA;NA;NA;NA
441;Cutigliano;TOS10000392;OD:TOS10000392;44.102345;10.756447;NA;NA;Toscana;NA;NA;NA;1921;1967;NA;NA;NA;NA;NA;NA
442;Selva dei Porci;TOS10000400;OD:TOS10000400;44.078843;10.814263;NA;NA;Toscana;NA;NA;NA;1951;2001;1991;1993;1991;1993;NA;NA
443;Tistino (Diga);TOS10000408;OD:TOS10000408;44.080802;10.768549;NA;NA;Toscana;NA;NA;NA;1994;2015;NA;NA;NA;NA;NA;NA
444;Sperando;TOS10000410;OD:TOS10000410;44.072822;10.767624;NA;NA;Toscana;NA;NA;NA;1929;1994;NA;NA;NA;NA;NA;NA
445;Monte Oppio;TOS10000420;OD:TOS10000420;44.04408;10.837416;NA;NA;Toscana;NA;NA;NA;1966;1987;NA;NA;NA;NA;NA;NA
446;Oppiaccio;TOS10000425;OD:TOS10000425;44.040802;10.834669;NA;NA;Toscana;NA;NA;NA;1988;1996;NA;NA;NA;NA;NA;NA
447;S. Marcello Pistoiese;TOS10000430;OD:TOS10000430;44.057041;10.789502;NA;NA;Toscana;NA;NA;NA;1921;2010;1952;1999;1952;1999;NA;NA
448;Prunetta;TOS10000440;OD:TOS10000440;44.008754;10.805638;NA;NA;Toscana;NA;NA;NA;1924;1996;NA;NA;NA;NA;NA;NA
449;Lima a Fabbriche di Casabasciana;TOS10000450;OD:TOS10000450;44.027728;10.643183;NA;NA;Toscana;NA;NA;NA;1958;1991;NA;NA;NA;NA;NA;NA
450;Tana;TOS10000456;OD:TOS10000456;44.047096;10.718863;NA;NA;Toscana;NA;NA;NA;1965;1968;NA;NA;NA;NA;NA;NA
451;Limano;TOS10000460;OD:TOS10000460;44.049086;10.681971;NA;NA;Toscana;NA;NA;NA;1938;1986;NA;NA;NA;NA;NA;NA
452;Palleggio;TOS10000464;OD:TOS10000464;44.039607;10.652872;NA;NA;Toscana;NA;NA;NA;1922;1941;NA;NA;NA;NA;NA;NA
453;Bagni di Lucca;TOS10000470;OD:TOS10000470;44.010368;10.591518;NA;NA;Toscana;NA;NA;NA;1955;2011;1991;2000;1991;2000;NA;NA
454;Fornoli;TOS10000472;OD:TOS10000472;44.008405;10.560443;NA;NA;Toscana;NA;NA;NA;1951;1954;NA;NA;NA;NA;NA;NA
455;Borgo a Mozzano;TOS10000480;OD:TOS10000480;43.98105;10.551059;NA;NA;Toscana;NA;NA;NA;1921;2009;1991;1992;1991;1992;NA;NA
456;Convalle;TOS10000484;OD:TOS10000484;43.954535;10.417699;NA;NA;Toscana;NA;NA;NA;1924;1955;NA;NA;NA;NA;NA;NA
457;Vinchiana;TOS10000490;OD:TOS10000490;43.920143;10.532599;NA;NA;Toscana;NA;NA;NA;1929;2015;1991;1993;1991;1993;NA;NA
458;Ponte a Moriano;TOS10000492;OD:TOS10000492;43.904754;10.535441;NA;NA;Toscana;NA;NA;NA;1921;1928;NA;NA;NA;NA;NA;NA
459;Gombitelli;TOS10000495;OD:TOS10000495;43.922017;10.3747;NA;NA;Toscana;NA;NA;NA;1968;1978;NA;NA;NA;NA;NA;NA
460;Valpromaro;TOS10000496;OD:TOS10000496;43.902027;10.382334;NA;NA;Toscana;NA;NA;NA;1924;1966;NA;NA;NA;NA;NA;NA
461;Mutigliano;TOS10000500;OD:TOS10000500;43.885856;10.476695;NA;NA;Toscana;NA;NA;NA;1933;2011;1952;1997;1952;1997;NA;NA
462;Lucca (Ospedale);TOS10000509;OD:TOS10000509;43.851318;10.515898;NA;NA;Toscana;NA;NA;NA;1917;1929;NA;NA;NA;NA;NA;NA
463;Lucca;TOS10000510;OD:TOS10000510;43.843393;10.50513;NA;NA;Toscana;NA;NA;NA;1916;1989;NA;NA;NA;NA;NA;NA
464;Lucca (Orto Botanico);TOS10000511;OD:TOS10000511;43.841806;10.510888;NA;NA;Toscana;NA;NA;NA;1977;2015;1990;2015;1990;2015;NA;NA
465;Vorno;TOS10000518;OD:TOS10000518;43.790768;10.515243;NA;NA;Toscana;NA;NA;NA;1916;1955;NA;NA;NA;NA;NA;NA
466;Ripafratta;TOS10000520;OD:TOS10000520;43.822719;10.417996;NA;NA;Toscana;NA;NA;NA;1970;2005;1985;1986;1985;1986;NA;NA
467;Agnano;TOS10000528;OD:TOS10000528;43.735709;10.484424;NA;NA;Toscana;NA;NA;NA;1916;1941;NA;NA;NA;NA;NA;NA
468;Asciano (Acquedotto);TOS10000529;OD:TOS10000529;43.753051;10.480257;NA;NA;Toscana;NA;NA;NA;1919;1957;NA;NA;NA;NA;NA;NA
469;Asciano Pisano;TOS10000530;OD:TOS10000530;43.752416;10.473658;NA;NA;Toscana;NA;NA;NA;1916;2015;NA;NA;NA;NA;NA;NA
470;Asciano (Il Prato);TOS10000531;OD:TOS10000531;43.75094;10.476354;NA;NA;Toscana;NA;NA;NA;1917;1940;NA;NA;NA;NA;NA;NA
471;Molina di Quosa;TOS10000534;OD:TOS10000534;43.798133;10.43289;NA;NA;Toscana;NA;NA;NA;1955;1955;NA;NA;NA;NA;NA;NA
472;Pontasserchio;TOS10000535;OD:TOS10000535;43.780858;10.402901;NA;NA;Toscana;NA;NA;NA;1956;1966;NA;NA;NA;NA;NA;NA
473;Cisanello;TOS10000537;OD:TOS10000537;43.709749;10.44456;NA;NA;Toscana;NA;NA;NA;1937;1966;NA;NA;NA;NA;NA;NA
474;Pisa (Fac. Agraria);TOS10000540;OD:TOS10000540;43.710727;10.413162;NA;NA;Toscana;NA;NA;NA;1922;2006;1942;2000;1942;2000;NA;NA
475;Pisa (Serv-Idrog);TOS10000541;OD:TOS10000541;43.713499;10.411011;NA;NA;Toscana;NA;NA;NA;1926;1938;NA;NA;NA;NA;NA;NA
476;Pisa (Seminario);TOS10000542;OD:TOS10000542;43.723276;10.406771;NA;NA;Toscana;NA;NA;NA;1917;1955;NA;NA;NA;NA;NA;NA
477;Pisa (Porta a Lucca);TOS10000543;OD:TOS10000543;43.727239;10.39929;NA;NA;Toscana;NA;NA;NA;1930;1941;NA;NA;NA;NA;NA;NA
478;S. Rossore;TOS10000550;OD:TOS10000550;43.693668;10.34577;NA;NA;Toscana;NA;NA;NA;1933;2015;1985;2015;1985;2015;NA;NA
479;Pisa S. Giusto;TOS10000560;OD:TOS10000560;43.692455;10.402414;NA;NA;Toscana;NA;NA;NA;1992;2000;1988;1991;1988;1991;NA;NA
481;Vallucciole;TOS10000570;OD:TOS10000570;43.83865;11.670903;NA;NA;Toscana;NA;NA;NA;1921;1982;NA;NA;NA;NA;NA;NA
482;Gualdo;TOS10000572;OD:TOS10000572;43.801314;11.61131;NA;NA;Toscana;NA;NA;NA;1923;1941;NA;NA;NA;NA;NA;NA
483;Vitareta;TOS10000574;OD:TOS10000574;43.851088;11.693355;NA;NA;Toscana;NA;NA;NA;1935;1941;NA;NA;NA;NA;NA;NA
484;Stia;TOS10000580;OD:TOS10000580;43.861592;11.584922;NA;NA;Toscana;NA;NA;NA;1921;1989;1951;1989;1951;1989;NA;NA
485;Montemignaio;TOS10000590;OD:TOS10000590;43.741784;11.619896;NA;NA;Toscana;NA;NA;NA;1921;1987;NA;NA;NA;NA;NA;NA
486;Strada in Casentino;TOS10000592;OD:TOS10000592;43.742872;11.708365;NA;NA;Toscana;NA;NA;NA;1940;1941;NA;NA;NA;NA;NA;NA
487;Certomondo;TOS10000594;OD:TOS10000594;43.736165;11.762823;NA;NA;Toscana;NA;NA;NA;1922;1938;NA;NA;NA;NA;NA;NA
488;Ponte a Poppi;TOS10000596;OD:TOS10000596;43.731066;11.768921;NA;NA;Toscana;NA;NA;NA;1921;1955;NA;NA;NA;NA;NA;NA
489;Raggiolo;TOS10000598;OD:TOS10000598;43.678545;11.713903;NA;NA;Toscana;NA;NA;NA;1921;1934;NA;NA;NA;NA;NA;NA
490;Ortignano;TOS10000600;OD:TOS10000600;43.681605;11.747848;NA;NA;Toscana;NA;NA;NA;1937;1994;NA;NA;NA;NA;NA;NA
491;Camaldoli;TOS10000610;OD:TOS10000610;43.810163;11.817303;NA;NA;Toscana;NA;NA;NA;1916;2004;1951;2000;1951;2000;NA;NA
492;Badia Prataglia;TOS10000620;OD:TOS10000620;43.794192;11.876832;NA;NA;Toscana;NA;NA;NA;1921;2001;1991;1993;1991;1993;NA;NA
493;Partina;TOS10000623;OD:TOS10000623;43.750391;11.821729;NA;NA;Toscana;NA;NA;NA;1921;1955;NA;NA;NA;NA;NA;NA
494;Soci;TOS10000624;OD:TOS10000624;43.738655;11.815713;NA;NA;Toscana;NA;NA;NA;1928;1935;NA;NA;NA;NA;NA;NA
495;Pollino;TOS10000625;OD:TOS10000625;43.689707;11.825394;NA;NA;Toscana;NA;NA;NA;1936;1979;NA;NA;NA;NA;NA;NA
496;Bibbiena (Podere Tripoli);TOS10000630;OD:TOS10000630;43.722934;11.823418;NA;NA;Toscana;NA;NA;NA;1980;1991;NA;NA;NA;NA;NA;NA
497;Bibbiena (Sc. Elementare);TOS10000632;OD:TOS10000632;43.696448;11.818575;NA;NA;Toscana;NA;NA;NA;1926;1940;NA;NA;NA;NA;NA;NA
498;Biforco;TOS10000635;OD:TOS10000635;43.742581;11.935116;NA;NA;Toscana;NA;NA;NA;1921;1955;NA;NA;NA;NA;NA;NA
499;La Verna;TOS10000640;OD:TOS10000640;43.708651;11.932899;NA;NA;Toscana;NA;NA;NA;1924;2000;1991;1993;1991;1993;NA;NA
500;Talla;TOS10000646;OD:TOS10000646;43.603805;11.789091;NA;NA;Toscana;NA;NA;NA;1924;1941;NA;NA;NA;NA;NA;NA
501;Nassa;TOS10000648;OD:TOS10000648;43.608196;11.813828;NA;NA;Toscana;NA;NA;NA;1934;1972;NA;NA;NA;NA;NA;NA
502;Salutio;TOS10000650;OD:TOS10000650;43.62126;11.815305;NA;NA;Toscana;NA;NA;NA;1966;2001;1991;1993;1991;1993;NA;NA
503;Subbiano;TOS10000652;OD:TOS10000652;43.575994;11.872267;NA;NA;Toscana;NA;NA;NA;1934;1955;NA;NA;NA;NA;NA;NA
504;Chiassa Superiore;TOS10000654;OD:TOS10000654;43.535149;11.899533;NA;NA;Toscana;NA;NA;NA;1937;1941;NA;NA;NA;NA;NA;NA
505;Dolciano;TOS10000672;OD:TOS10000672;43.040146;11.933545;NA;NA;Toscana;NA;NA;NA;1921;1941;NA;NA;NA;NA;NA;NA
506;Chianciano;TOS10000680;OD:TOS10000680;43.062454;11.834466;NA;NA;Toscana;NA;NA;NA;1933;2003;1991;1992;1991;1992;NA;NA
507;Chianciano S. Elena;TOS10000681;OD:TOS10000681;43.056605;11.821942;NA;NA;Toscana;NA;NA;NA;1962;2015;NA;NA;NA;NA;NA;NA
508;Montepulciano;TOS10000690;OD:TOS10000690;43.093426;11.783248;NA;NA;Toscana;NA;NA;NA;1925;2008;1953;1997;1953;1997;NA;NA
509;Capezzine;TOS10000700;OD:TOS10000700;43.182892;11.932172;NA;NA;Toscana;NA;NA;NA;1921;1997;1991;1992;1991;1992;NA;NA
510;Abbadia di Montepulciano;TOS10000710;OD:TOS10000710;43.146295;11.824874;NA;NA;Toscana;NA;NA;NA;1961;2001;1991;1992;1991;1992;NA;NA
511;Burcinella;TOS10000716;OD:TOS10000716;43.303154;11.930021;NA;NA;Toscana;NA;NA;NA;1916;1955;NA;NA;NA;NA;NA;NA
512;Sinalunga;TOS10000719;OD:TOS10000719;43.218372;11.732296;NA;NA;Toscana;NA;NA;NA;1927;1941;NA;NA;NA;NA;NA;NA
513;Bettolle;TOS10000720;OD:TOS10000720;43.206447;11.808264;NA;NA;Toscana;NA;NA;NA;1932;1992;NA;NA;NA;NA;NA;NA
514;Foiano della Chiana;TOS10000730;OD:TOS10000730;43.25683;11.813537;NA;NA;Toscana;NA;NA;NA;1916;2002;1951;1992;1951;1992;NA;NA
515;Monte S. Savino;TOS10000740;OD:TOS10000740;43.339155;11.742378;NA;NA;Toscana;NA;NA;NA;1916;2001;1991;1997;1991;1997;NA;NA
516;Pozzo della Chiana;TOS10000743;OD:TOS10000743;43.293814;11.799772;NA;NA;Toscana;NA;NA;NA;1937;1941;NA;NA;NA;NA;NA;NA
517;Montanare;TOS10000745;OD:TOS10000745;43.260177;12.061627;NA;NA;Toscana;NA;NA;NA;1959;1978;NA;NA;NA;NA;NA;NA
518;Cortona;TOS10000750;OD:TOS10000750;43.268988;11.996384;NA;NA;Toscana;NA;NA;NA;1925;1993;1951;1993;1951;1993;NA;NA
519;Castiglion Fiorentino;TOS10000760;OD:TOS10000760;43.342605;11.924209;NA;NA;Toscana;NA;NA;NA;1916;1991;NA;NA;NA;NA;NA;NA
520;Fontarronco;TOS10000762;OD:TOS10000762;43.363083;11.816903;NA;NA;Toscana;NA;NA;NA;1935;1955;NA;NA;NA;NA;NA;NA
521;Pieve al Toppo;TOS10000764;OD:TOS10000764;43.412742;11.800309;NA;NA;Toscana;NA;NA;NA;1924;1955;NA;NA;NA;NA;NA;NA
522;Molinelli;TOS10000766;OD:TOS10000766;43.469641;11.940283;NA;NA;Toscana;NA;NA;NA;1935;1941;NA;NA;NA;NA;NA;NA
523;Arezzo;TOS10000770;OD:TOS10000770;43.471632;11.892818;NA;NA;Toscana;NA;NA;NA;1916;1994;NA;NA;NA;NA;NA;NA
524;Arezzo Aeronautica;TOS10000780;OD:TOS10000780;43.455779;11.852785;NA;NA;Toscana;NA;NA;NA;1993;2000;1994;2000;1994;2000;NA;NA
525;Puglia;TOS10000790;OD:TOS10000790;43.501636;11.880834;NA;NA;Toscana;NA;NA;NA;1953;2001;NA;NA;NA;NA;NA;NA
526;Impiano;TOS10000796;OD:TOS10000796;43.493168;11.721165;NA;NA;Toscana;NA;NA;NA;1934;1941;NA;NA;NA;NA;NA;NA
527;Castiglion Fibocchi;TOS10000798;OD:TOS10000798;43.529301;11.764987;NA;NA;Toscana;NA;NA;NA;1924;1940;NA;NA;NA;NA;NA;NA
528;Laterina;TOS10000800;OD:TOS10000800;43.508475;11.713564;NA;NA;Toscana;NA;NA;NA;1934;1988;NA;NA;NA;NA;NA;NA
529;Pietraviva;TOS10000802;OD:TOS10000802;43.394119;11.586093;NA;NA;Toscana;NA;NA;NA;1935;1955;NA;NA;NA;NA;NA;NA
530;Giusterna;TOS10000804;OD:TOS10000804;43.402565;11.542366;NA;NA;Toscana;NA;NA;NA;1968;1972;NA;NA;NA;NA;NA;NA
531;Badia Agnano;TOS10000810;OD:TOS10000810;43.438143;11.648822;NA;NA;Toscana;NA;NA;NA;1921;1995;NA;NA;NA;NA;NA;NA
532;Fattoria Migliarina;TOS10000820;OD:TOS10000820;43.49207;11.631577;NA;NA;Toscana;NA;NA;NA;1974;2015;1992;2015;1992;2015;NA;NA
533;Starda;TOS10000829;OD:TOS10000829;43.461479;11.520732;NA;NA;Toscana;NA;NA;NA;1940;1941;NA;NA;NA;NA;NA;NA
534;Nusenna in Chianti;TOS10000830;OD:TOS10000830;43.45231;11.532277;NA;NA;Toscana;NA;NA;NA;1934;1988;NA;NA;NA;NA;NA;NA
535;Montevarchi (Le Coste);TOS10000840;OD:TOS10000840;43.53868;11.575558;NA;NA;Toscana;NA;NA;NA;1924;1995;NA;NA;NA;NA;NA;NA
536;Montevarchi Circonvallaz;TOS10000842;OD:TOS10000842;43.527451;11.568039;NA;NA;Toscana;NA;NA;NA;1962;1973;NA;NA;NA;NA;NA;NA
537;Montevarchi Citta';TOS10000844;OD:TOS10000844;43.522728;11.569435;NA;NA;Toscana;NA;NA;NA;1916;1961;NA;NA;NA;NA;NA;NA
538;S. Giovanni Valdarno;TOS10000850;OD:TOS10000850;43.570673;11.538039;NA;NA;Toscana;NA;NA;NA;1971;2003;1972;1997;1972;1997;NA;NA
539;S. Clemente;TOS10000858;OD:TOS10000858;43.624857;11.642077;NA;NA;Toscana;NA;NA;NA;1921;1932;NA;NA;NA;NA;NA;NA
540;Villa dell'Olio;TOS10000860;OD:TOS10000860;43.620689;11.633466;NA;NA;Toscana;NA;NA;NA;1936;1994;NA;NA;NA;NA;NA;NA
541;Castelnuovo Sabbioni;TOS10000868;OD:TOS10000868;43.549049;11.456297;NA;NA;Toscana;NA;NA;NA;1935;1941;NA;NA;NA;NA;NA;NA
542;Renacci (Fattoria);TOS10000870;OD:TOS10000870;43.591294;11.525713;NA;NA;Toscana;NA;NA;NA;1936;1991;NA;NA;NA;NA;NA;NA
543;Pian di Sco';TOS10000880;OD:TOS10000880;43.64582;11.555709;NA;NA;Toscana;NA;NA;NA;1924;2001;1992;1992;1992;1992;NA;NA
544;S. Romolo;TOS10000882;OD:TOS10000882;43.685093;11.538767;NA;NA;Toscana;NA;NA;NA;1921;1955;NA;NA;NA;NA;NA;NA
545;Il Palagio;TOS10000890;OD:TOS10000890;43.614937;11.429856;NA;NA;Toscana;NA;NA;NA;1951;1991;NA;NA;NA;NA;NA;NA
546;Reggello;TOS10000892;OD:TOS10000892;43.614385;11.466143;NA;NA;Toscana;NA;NA;NA;1925;1941;NA;NA;NA;NA;NA;NA
547;Serraglio;TOS10000894;OD:TOS10000894;43.700612;11.467443;NA;NA;Toscana;NA;NA;NA;1938;1960;NA;NA;NA;NA;NA;NA
548;Fattoria di Pagnana;TOS10000898;OD:TOS10000898;43.733741;11.44248;NA;NA;Toscana;NA;NA;NA;1967;1972;NA;NA;NA;NA;NA;NA
549;Vallombrosa;TOS10000900;OD:TOS10000900;43.731499;11.556823;NA;NA;Toscana;NA;NA;NA;1916;2011;1951;2000;1951;2000;NA;NA
550;Tosi;TOS10000904;OD:TOS10000904;43.753238;11.531214;NA;NA;Toscana;NA;NA;NA;1924;1955;NA;NA;NA;NA;NA;NA
551;Rignano;TOS10000905;OD:TOS10000905;43.726266;11.450991;NA;NA;Toscana;NA;NA;NA;1987;2010;1992;1992;1992;1992;NA;NA
552;Volognano;TOS10000908;OD:TOS10000908;43.760333;11.449401;NA;NA;Toscana;NA;NA;NA;1934;1962;NA;NA;NA;NA;NA;NA
553;Cavallina;TOS10000910;OD:TOS10000910;43.987347;11.23227;NA;NA;Toscana;NA;NA;NA;1927;1985;NA;NA;NA;NA;NA;NA
554;Casaglia;TOS10000912;OD:TOS10000912;44.051395;11.197975;NA;NA;Toscana;NA;NA;NA;1921;1926;NA;NA;NA;NA;NA;NA
555;Monte di Fo';TOS10000915;OD:TOS10000915;44.078742;11.28179;NA;NA;Toscana;NA;NA;NA;1980;1991;NA;NA;NA;NA;NA;NA
556;S. Lucia Ostale;TOS10000918;OD:TOS10000918;44.066962;11.281088;NA;NA;Toscana;NA;NA;NA;1927;1971;NA;NA;NA;NA;NA;NA
557;Passo della Futa (*);TOS10000919;OD:TOS10000919;44.095284;11.278429;NA;NA;Toscana;NA;NA;NA;1978;1978;NA;NA;NA;NA;NA;NA
558;Passo della Futa;TOS10000920;OD:TOS10000920;44.095284;11.278429;NA;NA;Toscana;NA;NA;NA;1963;1990;NA;NA;NA;NA;NA;NA
559;Barberino di Mugello;TOS10000922;OD:TOS10000922;43.999874;11.240847;NA;NA;Toscana;NA;NA;NA;1921;1925;NA;NA;NA;NA;NA;NA
560;S. Nicolo' a Latera;TOS10000923;OD:TOS10000923;43.974356;11.233654;NA;NA;Toscana;NA;NA;NA;1925;1926;NA;NA;NA;NA;NA;NA
561;Ponte a Olmo;TOS10000930;OD:TOS10000930;44.050125;11.305781;NA;NA;Toscana;NA;NA;NA;1957;2009;NA;NA;NA;NA;NA;NA
562;Pescina;TOS10000934;OD:TOS10000934;43.872607;11.257104;NA;NA;Toscana;NA;NA;NA;1951;1955;NA;NA;NA;NA;NA;NA
563;Bivigliano;TOS10000938;OD:TOS10000938;43.894721;11.321686;NA;NA;Toscana;NA;NA;NA;1921;1940;NA;NA;NA;NA;NA;NA
564;Vaglia;TOS10000940;OD:TOS10000940;43.911654;11.277149;NA;NA;Toscana;NA;NA;NA;1939;2001;1992;1992;1992;1992;NA;NA
565;S. Piero a Sieve;TOS10000950;OD:TOS10000950;43.969795;11.333399;NA;NA;Toscana;NA;NA;NA;1934;2001;NA;NA;NA;NA;NA;NA
566;S. Agata di Mugello;TOS10000960;OD:TOS10000960;44.021705;11.33531;NA;NA;Toscana;NA;NA;NA;1921;1992;NA;NA;NA;NA;NA;NA
567;Figliano;TOS10000964;OD:TOS10000964;43.869914;11.354823;NA;NA;Toscana;NA;NA;NA;1935;1941;NA;NA;NA;NA;NA;NA
568;Vetta alle Croci;TOS10000970;OD:TOS10000970;43.869766;11.344487;NA;NA;Toscana;NA;NA;NA;1934;2001;NA;NA;NA;NA;NA;NA
569;Calvanella;TOS10000971;OD:TOS10000971;43.865878;11.340912;NA;NA;Toscana;NA;NA;NA;1965;1990;NA;NA;NA;NA;NA;NA
570;Montesenario;TOS10000973;OD:TOS10000973;43.896804;11.334343;NA;NA;Toscana;NA;NA;NA;1935;1962;NA;NA;NA;NA;NA;NA
571;S. Ansano;TOS10000978;OD:TOS10000978;43.902849;11.386006;NA;NA;Toscana;NA;NA;NA;1934;1941;NA;NA;NA;NA;NA;NA
572;Razzuolo;TOS10000980;OD:TOS10000980;44.033396;11.468614;NA;NA;Toscana;NA;NA;NA;1959;2005;NA;NA;NA;NA;NA;NA
573;Ronta;TOS10000990;OD:TOS10000990;44.009633;11.43694;NA;NA;Toscana;NA;NA;NA;1921;1991;NA;NA;NA;NA;NA;NA
